what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1287738795503
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1287738797909
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738800816
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287738822818
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287738822865
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738822896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1287738822912
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738827163
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738827163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738827272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738843352
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1287738843399
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287738844524
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1287738846462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738854322
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738856603
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738859541
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738898449
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1287738901105
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738928730
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287738931199
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738944871
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287738953027
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1287738953106
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1287738964402
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287738965652
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738972465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738982496
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738983590
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738986871
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287738987746
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1287739094559
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1287739102002
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1287739114699
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1287739115043
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1287739115043
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739115199
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739142735
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739143017
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739143361
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739152977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739166190
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287739166284
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287739166456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739176635
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739179059
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739180075
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739203108
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1287739206611
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739216775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739216884
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739223139
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739223295
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739227267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739227407
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739235382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739235601
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1287739351434
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1287739351700
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1287739351700
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287739365063
error,log,,,"Unexpected runtime error while computing a text hover",1287739371627
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287739394306
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287739449681
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1287739455011
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287739464670
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1287739466279
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287739469734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739487817
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287739493647
