what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1287742327152
ws,sysinfo,,,"win32",1287742327152
locale,sysinfo,,,"en_US",1287742327152
processors,sysinfo,,,"2",1287742327152
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1287742327152
java.runtime.version,sysinfo,,,"1.5.0_13-b05",1287742327152
java.specification.name,sysinfo,,,"Java Platform API Specification",1287742327152
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287742327152
java.specification.version,sysinfo,,,"1.5",1287742327152
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1287742327152
java.version,sysinfo,,,"1.5.0_13",1287742327152
java.vm.info,sysinfo,,,"mixed mode",1287742327152
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1287742327152
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1287742327152
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287742327152
java.vm.specification.version,sysinfo,,,"1.0",1287742327152
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1287742327152
java.vm.version,sysinfo,,,"1.5.0_13-b05",1287742327152
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1287742327168
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1287742327349
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1287742327841
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1287742327989
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1287742327989
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1287742328005
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1287742328169
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1287742328169
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1287742328350
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1287742328465
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1287742328809
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1287742328858
error,log,,,"Could not write: Z:\\adv java\\hql\\.metadata\\.mylyn\\repositories.xml.zip",1287742412638
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1287742580589
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287742580605
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1287742583484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742587349
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1287742629821
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742630902
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287742631046
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1287742631268
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287742631396
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1287742631730
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1287742633511
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1287742646094
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742663607
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742665325
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1287742732023
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1287742733327
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1287742733407
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742741042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742744414
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1287742744525
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742797307
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1287742799777
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1287742799824
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1287742834972
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1287742835727
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1287742838747
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742890172
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742898681
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899184
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899231
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899278
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899325
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899372
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1287742899781
